period,"Akron, OH Metro Area","Albany-Schenectady-Troy, NY Metro Area","Albuquerque, NM Metro Area","Allentown-Bethlehem-Easton, PA-NJ Metro Area","Atlanta-Sandy Springs-Marietta, GA Metro Area","Augusta-Richmond County, GA-SC Metro Area","Austin-Round Rock-San Marcos, TX Metro Area","Bakersfield, CA Metro Area","Baltimore-Columbia-Towson, MD Metro Area","Baton Rouge, LA Metro Area","Birmingham-Hoover, AL Metro Area","Boise City, ID Metro Area","Boston-Cambridge-Newton, MA-NH Metro Area","Bridgeport-Stamford-Norwalk, CT Metro Area","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","Cape Coral-Fort Myers, FL Metro Area","Charleston-North Charleston, SC Metro Area","Charlotte-Concord-Gastonia, NC-SC Metro Area","Chattanooga, TN-GA Metro Area","Chicago-Joliet-Naperville, IL-IN-WI Metro Area","Cincinnati-Middletown, OH-KY-IN Metro Area","Cleveland-Elyria-Mentor, OH Metro Area","Colorado Springs, CO Metro Area","Columbia, SC Metro Area","Columbus, OH Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area","Dayton, OH Metro Area","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Denver-Aurora-Broomfield, CO Metro Area","Des Moines, IA Metropolitan Statistical Area","Detroit-Warren-Dearborn, MI Metro Area","Durham-Chapel Hill, NC Metro Area","El Paso, TX Metro Area","Fresno, CA Metro Area","Greensboro-High Point, NC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area","Harrisburg-Carlisle, PA Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area","Houston-Sugar Land-Baytown, TX Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area","Jackson, MS Metro Area","Jacksonville, FL Metro Area","Kansas City, MO-KS Metro Area","Knoxville, TN Metro Area","Lakeland, FL Metropolitan Statistical Area","Las Vegas-Henderson-Paradise, NV Metro Area","Little Rock-North Little Rock, AR Metropolitan Statistical Area","Los Angeles-Long Beach-Anaheim, CA Metro Area","Louisville-Jefferson County, KY-IN Metro Area","Madison, WI Metro Area","McAllen-Edinburg-Mission, TX Metro Area","Memphis, TN-MS-AR Metro Area","Miami-Fort Lauderdale-Miami Beach, FL Metropolitan Statistical Area","Milwaukee-Waukesha-West Allis, WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","New Haven-Milford, CT Metro Area","New Orleans-Metairie-Kenner, LA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area","North Port-Bradenton-Sarasota, FL Metro Area","Ogden-Clearfield, UT Metro Area","Oklahoma City, OK Metro Area","Omaha-Council Bluffs, NE-IA Metro Area","Orlando-Kissimmee, FL Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Phoenix-Mesa-Glendale, AZ Metro Area","Pittsburgh, PA Metro Area","Portland-Vancouver-Beaverton, OR-WA Metro Area","Providence-New Bedford-Fall River, RI-MA Metro Area","Provo-Orem, UT Metro Area","Raleigh-Cary, NC Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area","Rochester, NY Metro Area","Sacramento--Arden-Arcade--Roseville, CA Metro Area","Salt Lake City, UT Metro Area","San Antonio-New Braunfels, TX Metro Area","San Diego-Carlsbad, CA Metro Area","San Francisco-Oakland-Fremont, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area","Spokane-Spokane Valley, WA Metro Area","Springfield, MA Metro Area","St. Louis, MO-IL Metro Area","Stockton, CA Metro Area","Syracuse, NY Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area","Toledo, OH Metro Area","Tucson, AZ Metro Area","Tulsa, OK Metro Area","Urban Honolulu, HI Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Wichita, KS Metro Area","Winston-Salem, NC Metro Area","Worcester, MA-CT Metro Area"
2001-04-01,72.4469642856341,74.108905396061,70.8219466282806,69.570264832185,67.5723114809069,71.2991740817133,66.8847959847985,69.4747507871859,66.0312690306196,70.1729164822548,72.6001815225545,71.9364108043324,76.393851296808,71.7874140351379,73.3006524216407,67.5137758738681,70.9883228537642,67.0658539764554,72.1437026655096,66.3015749150996,71.440798441022,71.891643045838,71.9788067569373,75.8611953968415,71.1713659281513,70.1132573719825,71.2417649736648,67.5494946108311,69.8723975144497,73.6669500430568,75.9269422176689,69.3565980601366,71.5097658160003,69.4773263434748,73.403882081665,72.4834837168031,70.2267715502777,71.9230606049428,69.9588419456723,73.669018958017,71.0371153895946,70.8973373727511,74.7645033404984,70.7389631122306,70.1888231282837,70.3474797546153,73.0012013150624,60.9521829364495,74.0824328639707,72.5605305243359,74.8574894441638,70.8846122050723,60.8050305189824,73.3472920278242,72.336262080388,72.2850314709591,69.751417769822,65.0173651339254,63.128420491376,68.6519114086147,70.1055726300292,71.0520930562512,74.5558512016379,68.0623709072,62.9149993984412,66.8994258264231,70.9650441242679,68.914959551361,69.4194696101923,67.0851345353909,69.4395606230351,71.9983912386345,72.4617912089386,64.9608586809587,75.8932406947054,69.1182593479331,65.4704873302657,71.6436542994048,63.2545043182305,81.706051199929,76.7396516834748,69.1537758568609,67.9495936441354,72.3725550759204,73.2528966565063,70.593833663741,65.0908532718938,73.5098892918123,64.7189663647803,72.8068900015879,70.6339627272896,74.1902634297748,69.9129421636623,68.6232032932183,62.4131112429436,74.8236226325713,75.4953968891764,68.7452110584876
2001-07-01,71.5538853289302,74.6148202294088,70.6055435525088,70.8468932535175,67.2926492513882,71.510448607237,68.0326486825914,69.7791500965201,66.309994561104,69.7346845062433,73.4073592779652,72.2066871788107,75.5277510771989,71.5613062399567,71.8349787443829,67.643752605084,70.8139061452873,67.4163404431627,71.5634524710486,66.7363977036628,72.5823284392102,71.7588340211721,72.4434945798181,76.1822557628116,71.482873946178,70.1579623273477,71.8386665328269,67.8343975386509,71.0458025151154,73.6895979681916,76.7927473810618,70.7372601205971,71.5495358567052,68.6931969339075,73.6207826534599,72.7015031177601,70.8274711321779,72.1824758263486,69.7022850082148,74.4844590233989,70.8521446933639,71.6437162158451,74.4643917233109,71.0905951927139,70.3576066049935,69.7201923645043,73.464978077064,61.4279638065491,74.0414890806641,73.5539728018473,74.4066512140152,71.663109328263,60.8077786340977,73.6786701647198,72.7220417199617,71.9572559563278,70.7604382624959,65.5913557588175,63.365517622789,68.3920200810177,67.9083293551128,71.2393098799774,74.0837239462421,68.1023982850553,63.8635044021063,65.5433963288578,71.6024099141999,68.6041827161894,71.0906195651071,66.9710587538919,69.7323278607528,71.391892434342,72.5240761599573,66.1849058549003,75.768203865554,69.5210121893406,65.9428137373156,71.8040992639015,64.105233567854,81.931052040547,74.2994774042836,71.1304925470841,67.2521636252963,72.1547296236119,72.1737848461454,71.6163987987878,68.725380318093,73.9241804818025,64.0945224628733,72.5329844540599,70.024893692057,73.8280804518216,65.8688844212584,68.5435668735149,63.1299597549213,74.3987329157734,74.9222044125686,71.8725955483768
2001-10-01,71.5594887095942,72.4320953353068,70.6156402471179,71.1313110233651,67.0719310347295,71.7388494645565,67.7978511605062,69.2533798631869,66.6950138697224,69.9913164690226,73.4544631236506,72.3442116718041,76.0102202632886,73.5128550938676,71.8162824669429,68.313332878145,71.1158368600405,67.5989686993024,71.6120118322442,68.0672104566677,72.6600882641629,71.8442677381128,71.9212422276421,74.9221743776426,71.6811349788032,69.743978088916,71.7120162756606,68.2667019125519,70.985057805285,73.1499640284162,76.4028370417115,70.8420919656876,71.8387745302784,69.2301123678365,73.7020452155618,72.4261386338032,70.5933179807297,72.1900089183338,69.5873932361537,73.1890104657202,70.9764618568921,71.3861790848129,74.5776203103939,71.1740886936517,70.5652254600921,69.4299381838081,73.8474012221586,61.1925623414146,74.6817192769808,74.1000772351192,72.4976178745135,71.1808893885299,61.471179755905,75.7037728028243,75.4655586758902,72.2201870052271,70.0618777295949,66.0312971734875,63.7589338149718,69.567431212048,69.1602116926441,71.1559663510021,73.4113216577258,68.5180797913282,64.6868441277633,67.0158825142506,71.9976364135133,68.3700070886298,71.4674949836411,67.1345229511264,70.5502269409664,72.9071065565692,72.8855317636441,67.846908380311,75.9268804346191,69.5200334520165,66.0309843142721,71.8568671844972,64.3693968728622,80.0550609165753,68.9951440820521,71.381729438226,66.978554436826,72.759414144517,71.6945704550004,71.849214503465,70.1679385055591,74.2419813083898,64.7609769213083,72.5714910266955,70.0801751008376,74.4438596210653,65.4053154723525,69.3222484587279,63.9622131581969,72.7696429711606,74.9414796905815,72.9086872141672
2002-01-01,71.959269999507,72.6410861637864,71.1183047817222,71.0305634893745,67.1830852959858,72.158466063728,66.2987862961719,69.727446564126,66.094653084164,70.4901653128652,73.4810902934603,71.7298997519839,75.452801330623,74.4076138424658,71.4188120923098,67.9656390328983,71.0295713184254,67.8181535689845,72.747077164701,68.4535888853911,72.3608544083732,71.8565222057445,72.605593407907,74.8521794210432,71.7605728431899,68.7238614299836,72.5445349590865,68.0433568933218,71.0085768585788,73.646791352642,76.6698360633593,71.1237718805829,71.8481878309983,68.1039074480717,73.4838197719305,72.9049475001002,71.2529889758992,72.4701260854252,69.8829627076454,73.1778492885406,70.7088704505351,71.6144535439684,73.6006897107499,71.4386549362024,70.3612435275618,69.9616225749357,73.705065160524,61.3562328354271,74.445090637742,74.2149271125952,72.7808228776052,71.5960057214016,62.1877114680362,75.8503186946396,75.78584463691,72.1922269712144,70.1254893230872,66.1293193005008,63.9266029519047,69.1445758214544,69.3119609327427,71.5256037996535,73.5334831872644,68.8206491325248,64.1790855510695,66.2801192888121,71.868552501653,68.5383403796837,71.4803457629098,66.7509363896903,71.9940937881956,73.0822787807408,72.5518367552403,67.0348169555664,75.4152136084323,69.6419104221941,66.591759968257,71.9062398096499,63.8165013695151,74.0778798939633,64.4037124466324,70.532728071813,66.9334399558883,72.818596718715,72.3366315209355,72.2530942681243,71.0811011886732,72.8694360308263,64.5923360538574,72.257482805423,70.3565458332749,74.8075684139839,65.8004977163409,70.0203171454537,64.2987896407322,72.5402092934413,74.3295970044142,74.2965842957178
2002-04-01,71.8680997899002,73.1370340234337,71.3088512424947,71.2517205059809,67.4834601154744,71.6335962742,65.5728596880136,69.2922269553945,66.2314351392388,70.2357387024611,73.0314966648086,71.81009365124,74.6628122368049,73.8711618080719,71.765509024911,69.3981128754745,71.2922303173473,68.1614994666092,72.5073164318078,68.1914444960692,71.7435464603325,72.0281023540142,73.4669665983892,74.3693954202993,72.0826528948552,67.6769595314131,72.96873484297,68.8674557524499,70.9137460381651,73.4988199707375,76.4214872399946,72.4315287139641,70.8522777351716,67.8580965469571,72.9368887094413,73.0559418992995,71.5607521341494,72.296064938407,70.122950818292,73.2777527141568,70.4129481853926,71.3861501163749,73.2941605076383,72.1659225620997,70.5625831853878,70.3445098150058,73.5576669912079,61.0380460695852,73.9999800197139,74.1168567247826,72.4397654285639,71.7544645601024,64.228132095459,78.2853176260334,76.0232223308107,71.9401062696482,72.8139736264098,66.3560710195032,64.5757642770292,70.2961702513006,72.6918345692138,72.9677865214182,73.0074113801817,69.279291502771,63.4581972094428,68.1470967339729,72.4553054350616,68.6195759605903,73.2164500304449,66.8744989504144,73.8719373087257,73.3833897451567,72.9419150250888,67.0632705410144,73.6045684766515,70.3791415679854,66.3854905073905,70.9471147850995,63.6411227015837,73.3021995754969,65.830991008034,70.7782162823542,66.2146788198044,72.6329651091206,72.3146252373704,72.5096658125837,70.6632962071349,73.2398051195053,65.5817603727669,72.1185043096783,71.0140834422962,74.965116114852,65.9544012114773,69.8267473787836,63.7925679712803,72.6023082727494,74.346814164025,75.2931227927254
2002-07-01,72.061987401979,72.6614401432409,71.0038623663452,71.7496340703704,68.1599191376013,71.0854050669578,67.4188714383235,67.5772938092713,65.6517887527106,70.7483528524966,72.3412771933026,71.7481003756505,74.1703629698877,72.8945571631019,71.7498618038583,69.2957215819873,72.5588796218196,68.2436927103246,72.4229691720538,69.0139992555208,72.1569103635738,72.3879624557373,74.1588645339982,73.8862440430507,72.1205858580851,68.3982837027264,73.0673344218524,66.9214074390769,70.9008020820918,73.3742333972168,76.364663614761,71.6826272728506,70.8959215947624,67.0587025434937,73.1895020314583,72.8776044733437,71.4302276276616,73.3022191206235,70.2040667033328,73.5327213762567,69.6730390740535,72.4319435058029,73.7716631772197,71.9247254874578,70.761341858857,70.10227992142,72.479889052861,61.1736817905454,73.5630510193327,74.5599696441699,72.0838451969776,71.5413292807384,64.6629705985735,77.741020662499,76.3820919597766,72.3529924642659,73.5444495175956,66.5821034191657,64.5369910443234,71.2397779919795,71.9770642145652,72.6564606052468,72.4560782745027,69.5316067470631,63.5928450281021,66.8802697466408,72.7788900502926,68.9197016773938,73.8520350311343,67.0746481197475,73.1842966457127,72.4861496244443,73.2385177773274,67.2547271864112,72.4667427669803,69.1221743560434,66.7712043004691,70.9812915152551,64.0879810756467,73.6413713016214,67.083513453034,72.195951387463,66.4026792960384,72.4411867649936,71.8966683990754,72.8571394011179,71.0604104225155,73.0185944144225,65.1471780809971,72.2481252033234,71.4757848618509,75.0696464963656,65.432894261256,69.9863149449354,64.3372628956085,72.7443626764729,73.8293942093003,73.9516380186854
2002-10-01,72.8550924911811,71.641065011274,71.1037552846782,71.2323404684457,68.297420080343,71.4277951121468,67.1764409817676,67.5199778365347,65.4466005315077,70.8477204588931,72.4977896858486,71.7859854325887,74.1640567301877,72.9935525028376,72.3114728253689,70.8501672002928,73.3166752289679,68.2430932688698,72.524510608806,70.1637964793744,72.2567274716632,73.5187356716093,73.4140781872302,74.1809375790467,72.2404663700476,68.1900072073174,72.5603297508647,68.2961454434572,71.3826586528655,73.6437117001308,76.5588802640101,70.9885006217374,70.6392476711696,67.4008493411049,73.1542690130822,72.8175460183502,72.0145634425793,74.1803827298584,70.7668879882234,74.396087836724,70.4448643547852,73.1205905147141,72.7488064710342,72.0125392755265,71.0554569345073,70.3399621834192,72.3506028701694,61.3886216540676,73.3625643626457,74.7349092171335,71.2122731021092,72.3826021906655,66.2702531321873,76.5577776627912,76.837667013833,72.8401622092672,74.919933836376,66.5999257762963,65.8789246027094,73.1678102157575,71.3673593955291,72.693769735924,72.4539896572768,70.0085765896106,64.4737816388114,67.7591433974113,73.6011750493975,69.5720353263775,73.4474216166041,67.7241700559579,74.0205907334816,72.818841149578,73.9612831620464,67.4517833833785,72.3956285616908,70.0567184876914,66.3570080884139,71.482417412708,64.4964783051631,73.6739689198421,77.9883895930057,72.4739712043433,65.9478035370624,72.3012609265419,73.566991930127,72.7413541201306,72.2868338372082,72.3877540171538,66.7518427848252,72.5748036479569,72.1649690592337,72.7130580937961,63.909902727653,70.2506606727679,64.9606672999458,72.2645288431736,73.841735617597,74.7284653928597
2003-01-01,73.5723313374095,70.9932385871765,71.3943050880312,72.9069907084803,68.2100943133184,70.9387849177475,67.1245494301944,67.6208738697567,65.9748678491779,70.7412708439756,72.4984697684404,71.6055968511118,74.6689173389291,72.3903680640378,71.8391272119518,70.9134350233171,73.5252654040798,68.1205661344543,72.4272806577437,70.5811479724765,72.9494169393616,73.8139741911221,73.0458900455304,74.9817559406094,72.4351387315874,68.5417803472919,73.6932243464463,70.1647416629141,71.8994500343462,73.8440598533088,76.3831954789229,73.2858783503299,71.0225858318754,68.4808684253847,72.7802119829266,72.8576503797027,74.1361152263319,75.0924673954076,71.0709804691508,74.157781420442,71.7768437445627,73.1589004394372,73.2308918205858,72.7028358086323,71.3053279803583,71.0806283569844,73.0220857531254,62.1377394166535,73.9731013341116,74.4546761470591,71.8861762542015,72.4664984331288,67.3130690793365,77.2071082130134,77.0141996211984,73.7792209005925,74.4588046056706,67.9570877617127,67.5205078841224,73.4020829470782,70.9184956012015,73.1432419538877,72.5075002260344,69.954812057706,65.9531419177572,66.7575893086436,73.8117909511434,69.8399160173231,73.4518576494396,68.6968343940591,76.833478269317,72.4083156847079,75.2043381941134,69.8461922184731,71.8613923051456,72.1744879482266,66.1048968408449,71.5756934248255,67.5849012151047,74.8632562571263,78.1861430143169,72.9500718344511,66.312642838285,71.7637752502785,73.7173884168006,73.1827098133073,75.0516632311662,72.0912370986826,67.1555862058199,72.6876787104676,72.3827534346957,73.4578033964468,64.1608334045413,69.7995898331028,66.3804381756504,72.4914282294381,73.5192974964266,76.5963435114914
2003-04-01,73.4673492851898,69.3372129372498,71.49665765439,74.2511653174273,69.1207939924972,71.361656679541,66.1652603914044,68.0933680361178,67.4374271774165,71.018367849708,72.6897700361549,71.7348516747747,75.1864410957361,73.4203765798797,71.5892960640763,72.3657970837425,74.2056246968121,68.1895234754122,72.1573632389823,71.3931940540467,73.4480065307457,73.8252052899971,73.6882324721404,74.5073157402089,73.1660712202101,68.7180236246578,73.9335558939362,70.602679438915,71.8452339211878,73.8997845312886,76.8024983824209,72.9801798253265,71.115315075902,68.9842979056144,74.4308281309538,72.227883115969,75.0021948982354,75.188518646719,71.6829532429685,73.3250991879418,71.5524735501667,73.3246764394715,73.7941328371078,73.4100872909046,72.3432552489337,71.086518086611,73.2312748202347,62.8592066376854,74.1604021872651,75.0812310781712,71.2116965807014,73.2596434526965,68.3226011914629,75.8974366298969,77.7797535473144,77.235768794355,75.5291327700463,68.4733777922911,69.6040897487114,74.074610433917,71.3643482544055,72.8009311682024,72.7765656618036,70.5241339863382,69.4604681928919,70.0870400960315,74.8894508476724,69.9739803936914,74.0934109514201,69.0535049901589,76.4934975680287,72.8324506562822,75.7442066465458,69.4247098726027,72.8529244875469,74.1425938870144,66.4778557729855,71.6939611561627,69.7310616393688,78.1582862024002,76.5674721254189,73.2658213821505,66.8215009245722,71.9879295349014,75.5320814177471,73.4955290399863,75.5812284351775,72.5809467937309,68.6646186812444,73.5943834454123,72.7148980256337,73.4654486454401,62.9658742463715,70.0637989161139,68.0165416439985,72.6935013376706,73.7179648418385,76.4142167041283
2003-07-01,74.8218919777192,73.2771286064541,72.1689276555615,75.6440299176224,70.1308081518378,73.0501435878578,66.0323482905025,70.1206213885494,68.6077914048674,71.3106075739121,73.5569084375052,72.6880100804604,75.0928251853917,73.1361348503745,71.7679591072305,74.5449526402871,74.7984637267363,68.518744948423,72.7202950425315,71.8406719460791,73.9104546460177,73.0771442667413,73.7179273007593,76.0297765258925,73.2388071528719,68.7142162887705,74.3139292927554,72.5603983552316,71.4081535775469,74.8430682967788,76.7484802666598,73.7411475044364,71.4569456189855,70.9186511263344,75.2284369007947,73.2121558932373,75.5043955534409,75.7818522715342,72.542186669382,73.314813093277,72.1676960439582,73.5584140717008,73.9121738373054,74.0716511799626,72.076096849933,72.6974104545572,74.1028833748915,63.5425513818883,75.0180212395113,75.9600093988473,71.8556123490845,73.2602238437159,70.2335990287992,77.3565685798581,78.5570144973707,79.1040223643816,75.8038007114741,69.4417812571105,70.2964329551968,75.3696794064189,71.2379402583782,73.0318406724319,72.9390840622105,71.0947617003338,71.5302763756187,70.2455132111063,75.0873413456699,70.0180963919954,74.1473984992977,69.9939158710303,77.3254872185619,73.5230234280114,75.4779067106184,70.4450699484185,72.939460731304,75.3975089581982,66.7581287779527,71.8329638572776,70.9960819106246,78.6778062489354,75.8899058418502,73.7407844209972,67.1100957956236,72.3415659498609,75.8806434004437,74.2152607796253,76.4766803266887,73.7913356671247,70.666082734645,75.6161120968802,72.8291025214408,75.7616761797909,63.78878156325,73.2150445908762,68.8712682970144,73.0960197817495,74.4299294698613,77.5896527646248
2003-10-01,74.4043966428059,74.3840720994262,73.801731383747,76.6719955453787,70.3914268267912,73.8208844145965,65.806995360195,71.262997905258,69.788262938291,71.5272398282145,74.7602551565617,74.2900110348484,75.4760290442235,74.2724483378509,74.0277510182941,76.7131470086401,75.7051801464338,69.3868437417513,73.0961746478098,72.0894792977463,74.7803903626182,74.6904907700699,74.3940308137062,75.5863772832417,74.2716032873355,69.2656504444553,75.1015009903303,72.9006729212795,71.9746565149687,75.2950251656132,77.0652323631803,74.497261462664,72.8074461830754,74.5145955464816,75.8692250021338,74.3170494522185,76.8681285126314,76.9646706865449,73.1095659275322,73.9305809683573,73.0032364714018,73.8680474804037,74.2118809803986,74.5049739163333,73.171640343436,72.6586916480072,74.3567335344311,65.7583539237366,75.8991823898128,76.6740420423797,72.5203042955602,73.8807069924956,70.7520124828017,77.1296367873383,79.8784815647627,80.7182111774738,77.0876589126104,70.1598066068756,70.2345698030105,76.7915571078139,72.3484187136835,73.8271482007411,73.8230990941345,72.540249518882,72.9490839550752,71.1678681876588,76.8936427806259,71.3353659387002,76.7379792438014,70.851339397645,77.6995534243625,74.6621635906308,75.912432287931,73.4290700875081,73.7488372549991,76.7074735170347,68.0200312055512,72.7490862524472,72.0031712743018,78.5278503806965,75.1895621192441,75.2887260299856,68.5066071728496,74.2880032916184,76.1699488804175,75.3183924174108,76.5412425148743,74.7840579796021,71.7015166608416,75.1763969709834,73.3009835562422,75.0647649278453,62.9114730159056,74.9512881172088,69.8334410032186,73.7862794392587,75.0084209544788,79.1316428011563
2004-01-01,74.536845175682,74.8089626610333,75.0914250766336,75.9757166964385,70.9079924822194,74.9375901239116,68.0729346037995,72.4212289008217,72.7680425219528,73.5021754525299,75.6618647668956,76.1800993100425,78.1098036866848,74.7152603923952,75.1229198931644,76.7452999352313,76.7015336370992,70.3708632301084,73.8814104109865,72.796928342204,74.8672778600918,75.8864432743467,74.9995824461814,77.2791134612678,74.4043068582085,70.0874011084135,76.0368645874483,73.3274286841408,72.311433418171,76.1692125836045,77.433414028047,74.2971613250681,73.0800545106434,74.5964148745174,76.1496262532592,75.7235260278016,77.420402843581,78.202637440203,74.1579510986337,74.5861865858651,73.9723101002791,75.3595258502895,75.0876649365059,75.5040583497244,73.3185851276513,71.4173632314725,75.3500007918174,69.8294347156115,77.0799639296177,78.3784554371943,73.205965845754,74.4290821050986,71.1498041400023,77.3322882037284,80.5667369849544,82.7849973462465,77.4561273292004,71.4870373918692,70.3745456685626,76.3989977748391,73.808168032288,75.693466713944,74.5702345115543,72.576019210795,73.430259314883,73.2400198268239,79.8176095941467,72.2073098048998,76.4880753120353,71.4308745517518,79.4674156028063,75.8215322929699,76.0621114952887,76.2414006274722,74.7465635195564,77.3645590023224,69.1427910031635,74.217836061671,73.3493879135255,79.305279801338,75.3985683800188,76.0406201694001,70.3722989622235,74.9687862583502,78.3659183686363,77.4821902239732,75.5395576918474,75.5428771355534,73.0622729056085,76.4171253883801,73.864427769512,75.7667311990673,65.092613265246,75.476634035502,71.9861005784001,74.9547285193258,76.0285652510773,79.8406988121706
2004-04-01,76.7152518474607,76.1895970013509,76.2808789621714,77.6265844516328,72.2126671705094,76.5686178329719,68.1122954537746,74.6048723454283,74.5567662446122,76.3308644252739,77.1584581833127,77.1157417398379,78.8930546219091,75.9959108932523,76.6060588318035,77.3966477668087,77.0901842746465,71.5455876054494,74.9858815686092,74.4405940138557,75.9373609060342,76.5769003947779,76.3713338422242,77.5795704674592,75.8709697136301,71.7979365091482,77.0671572561544,74.9682725174725,73.477259461158,76.829073429293,77.3840115194325,74.1429157947282,73.8942991932609,74.6553432924712,76.7635008123275,77.1006544636276,78.8059644081353,79.1607001774094,75.6149408816123,76.7417879931355,75.5873190904517,76.7800001180467,75.8922612981732,76.907346061342,74.2065129378273,73.7236399526285,75.8043571868374,71.1007709298043,78.9082512157595,78.717217807952,74.1481387923825,76.040900903524,71.4413243731704,78.2188913333044,80.8804835950166,83.0326662767631,78.0473058861169,72.54397953972,71.7446059079148,75.9627744496604,75.2172265019448,76.8554108459701,75.7707566868901,74.1179924739543,75.0987064707991,74.8496598847354,80.9606451964322,73.2935235318507,76.9014783674036,72.274038499292,79.1823151029613,76.7492850861093,76.8100309571187,75.9965307981269,76.0227673326897,77.564626431875,70.0279864276173,77.0914793815538,74.9679963936983,79.4183678907737,75.354478927144,77.3507715325659,71.7554578907308,76.0975222753391,78.6781381083551,78.9089593855003,76.4219219808531,77.0286256099628,74.0728866183272,76.7599782179215,76.5921515184426,77.4775352942791,67.0057578245925,76.7561040740164,73.0502986388134,75.9792249947552,77.2702978533294,80.369606468235
2004-07-01,77.9968934956432,78.3788703849043,77.5050903652582,79.0932526300297,72.6696110964988,78.6858459831004,69.9968156791887,76.1798935399898,75.7315948371382,78.4152958363744,79.1194651228711,79.0063536735944,79.4194125379446,77.2126069920681,78.5776236617717,77.7430693596081,79.4262262080065,72.920935071635,77.0837113576605,75.7571428505603,77.7937165851659,77.4299974590629,77.1251406661228,79.7213903367884,77.7684357629563,72.9325839407408,78.8667406269262,76.5812167578776,74.211451429975,78.8306979504712,77.8406479250871,75.3053249289749,76.6122196012481,76.6240100853029,78.4507830712457,78.5047001361836,80.590052672837,79.7632609749674,78.1485073274764,78.0629758566838,76.9898598554308,77.845241217169,77.694315499054,78.5794213573178,77.0353928071653,75.2378096465096,77.5046472232953,74.5290889257638,79.9755910268992,79.314669905923,77.796606059385,77.8154997124884,73.1528142281229,79.2013754254562,81.3479367380204,84.8539099879823,79.4035416472992,74.4357275450748,74.5785687248352,77.067192662304,76.114022360845,79.8983007658602,77.2151336800867,76.0795936175342,76.8297324019433,74.9625146821985,82.5938052437431,75.3782093062954,78.161415328908,73.2485552897966,80.3546394223033,78.2744377741474,77.3819454969643,77.9785609554838,78.4205024890635,78.1061287109322,71.5483780659815,78.5180289018763,77.4902103307248,81.1091998653406,79.2110995775426,79.3712589136031,73.4615409288038,78.4850259115313,81.4769861451192,79.6047475073808,77.307510630422,78.7339892488432,75.167801415145,77.6782394589585,78.6648639380135,78.6959994035056,69.9420283688239,77.8038507047398,75.2654182347995,78.1065666299553,79.2325570040053,81.5457405732235
